cod_curso,nome_do_curso,carga_horaria_do_curso,eixo_tecnologico,fator_de_esforco_de_curso,tipo_de_curso,turno,codigo_da_matricula,codigo_do_ciclo_matricula,codigo_sistec,categoria_de_situacao,data_de_inicio_do_ciclo,data_de_fim_previsto_do_ciclo,vagas_ofertadas,mes_de_ocorrencia_da_situacao,renda,sexo,faixa_etaria,idade,cor,unidade_de_ensino
18,engenharia mecanica,4147,controle e processos industriais,1.07,bacharelado,integral,92150225,2645320,2809,E,26/08/2019,26/08/2024,41.0,01/01/2021,"0,5<RFP<=1,0",F,20-24,24,parda    ,Campus João Pessoa
18,engenharia mecanica,4147,controle e processos industriais,1.07,bacharelado,integral,92145235,2645320,2809,E,26/08/2019,26/08/2024,41.0,01/01/2021,"0,5<RFP<=1,0",M,20-24,23,branca   ,Campus João Pessoa
18,engenharia mecanica,4147,controle e processos industriais,1.07,bacharelado,integral,92145125,2645320,2809,E,26/08/2019,26/08/2024,41.0,01/01/2021,"RFP>3,5",M,20-24,21,parda    ,Campus João Pessoa
18,engenharia mecanica,4147,controle e processos industriais,1.07,bacharelado,integral,92145099,2645320,2809,E,26/08/2019,26/08/2024,41.0,01/01/2021,"0<RFP<=0,5",M,15-19,19,branca   ,Campus João Pessoa
18,engenharia mecanica,4147,controle e processos industriais,1.07,bacharelado,integral,92145117,2645320,2809,E,26/08/2019,26/08/2024,41.0,01/01/2021,"0<RFP<=0,5",M,15-19,19,branca   ,Campus João Pessoa
18,engenharia mecanica,4147,controle e processos industriais,1.07,bacharelado,integral,92150227,2645320,2809,E,26/08/2019,26/08/2024,41.0,01/01/2021,"0<RFP<=0,5",M,20-24,21,parda    ,Campus João Pessoa
18,engenharia mecanica,4147,controle e processos industriais,1.07,bacharelado,integral,92149156,2645320,2809,E,26/08/2019,26/08/2024,41.0,01/01/2021,"0<RFP<=0,5",F,20-24,24,preta    ,Campus João Pessoa
18,engenharia mecanica,4147,controle e processos industriais,1.07,bacharelado,integral,92249514,2645320,2809,E,26/08/2019,26/08/2024,41.0,01/01/2021,"0,5<RFP<=1,0",M,30-34,30,parda    ,Campus João Pessoa
18,engenharia mecanica,4147,controle e processos industriais,1.07,bacharelado,integral,92145113,2645320,2809,E,26/08/2019,26/08/2024,41.0,01/01/2021,"0,5<RFP<=1,0",M,20-24,23,parda    ,Campus João Pessoa
18,engenharia mecanica,4147,controle e processos industriais,1.07,bacharelado,integral,94274449,2686837,2809,E,10/02/2020,10/02/2025,39.0,01/03/2021,"0,5<RFP<=1,0",F,25-29,28,parda    ,Campus João Pessoa
18,engenharia mecanica,4147,controle e processos industriais,1.07,bacharelado,integral,94274531,2686837,2809,E,10/02/2020,10/02/2025,39.0,01/03/2021,"0<RFP<=0,5",M,20-24,22,branca   ,Campus João Pessoa
18,engenharia mecanica,4147,controle e processos industriais,1.07,bacharelado,integral,94274463,2686837,2809,E,10/02/2020,10/02/2025,39.0,01/03/2021,"0,5<RFP<=1,0",M,20-24,20,parda    ,Campus João Pessoa
18,engenharia mecanica,4147,controle e processos industriais,1.07,bacharelado,integral,98111823,2750319,2809,E,01/02/2021,01/02/2026,40.0,01/10/2021,"0<RFP<=0,5",F,40-44,43,parda    ,Campus João Pessoa
18,engenharia mecanica,4147,controle e processos industriais,1.07,bacharelado,integral,98111811,2750319,2809,E,01/02/2021,01/02/2026,40.0,01/10/2021,"RFP>3,5",M,30-34,32,branca   ,Campus João Pessoa
18,engenharia mecanica,4147,controle e processos industriais,1.07,bacharelado,integral,98111809,2750319,2809,E,01/02/2021,01/02/2026,40.0,01/10/2021,"0,5<RFP<=1,0",M,15-19,19,preta    ,Campus João Pessoa
18,engenharia mecanica,4147,controle e processos industriais,1.07,bacharelado,integral,98111793,2750319,2809,E,01/02/2021,01/02/2026,40.0,01/10/2021,"RFP>3,5",M,15-19,18,branca   ,Campus João Pessoa
18,engenharia mecanica,4147,controle e processos industriais,1.07,bacharelado,integral,101728673,2811537,2809,E,13/10/2021,13/10/2026,48.0,07/11/2021,"0,5<RFP<=1,0",M,15-19,18,parda    ,Campus João Pessoa
18,engenharia mecanica,4147,controle e processos industriais,1.07,bacharelado,integral,101728655,2811537,2809,E,13/10/2021,13/10/2026,48.0,07/11/2021,"RFP>3,5",M,25-29,26,branca   ,Campus João Pessoa
151,geoprocessamento,2368,infraestrutura,1.03,tecnologia,matutino,63629507,1972044,2809,C,19/11/2012,31/07/2015,30.0,01/01/2021,"1,0<RFP<=1,5",F,20-24,24,parda    ,Campus João Pessoa
151,geoprocessamento,2368,infraestrutura,1.03,tecnologia,matutino,63629493,1972044,2809,E,19/11/2012,31/07/2015,30.0,01/01/2021,"0<RFP<=0,5",F,30-34,32,parda    ,Campus João Pessoa
151,geoprocessamento,2368,infraestrutura,1.03,tecnologia,matutino,63629503,1972044,2809,E,19/11/2012,31/07/2015,30.0,01/01/2021,"0,5<RFP<=1,0",M,30-34,31,parda    ,Campus João Pessoa
151,geoprocessamento,2368,infraestrutura,1.03,tecnologia,matutino,63629513,1972044,2809,E,19/11/2012,31/07/2015,30.0,01/01/2021,"0<RFP<=0,5",M,25-29,28,parda    ,Campus João Pessoa
151,geoprocessamento,2368,infraestrutura,1.03,tecnologia,matutino,67741395,2039953,2809,C,19/09/2016,20/09/2019,25.0,01/08/2018,"1,0<RFP<=1,5",F,20-24,24,parda    ,Campus João Pessoa
151,geoprocessamento,2368,infraestrutura,1.03,tecnologia,matutino,69050268,2039953,2809,E,19/09/2016,20/09/2019,25.0,01/08/2018,"0<RFP<=0,5",F,25-29,25,parda    ,Campus João Pessoa
151,geoprocessamento,2368,infraestrutura,1.03,tecnologia,matutino,69050006,2039953,2809,E,19/09/2016,20/09/2019,25.0,01/08/2018,"0<RFP<=0,5",M,40-44,44,parda    ,Campus João Pessoa
151,geoprocessamento,2368,infraestrutura,1.03,tecnologia,matutino,69050198,2039953,2809,E,19/09/2016,20/09/2019,25.0,01/08/2018,"0<RFP<=0,5",F,20-24,20,branca   ,Campus João Pessoa
151,geoprocessamento,2368,infraestrutura,1.03,tecnologia,matutino,69050146,2039953,2809,E,19/09/2016,20/09/2019,25.0,01/08/2018,"0<RFP<=0,5",F,30-34,30,parda    ,Campus João Pessoa
151,geoprocessamento,2368,infraestrutura,1.03,tecnologia,matutino,69262978,2039953,2809,E,19/09/2016,20/09/2019,25.0,01/08/2018,"0<RFP<=0,5",F,20-24,23,parda    ,Campus João Pessoa
151,geoprocessamento,2368,infraestrutura,1.03,tecnologia,matutino,69050008,2039953,2809,E,19/09/2016,20/09/2019,25.0,01/08/2018,"1,5<RFP<=2,5",F,35-39,38,parda    ,Campus João Pessoa
151,geoprocessamento,2368,infraestrutura,1.03,tecnologia,matutino,69263022,2039953,2809,E,19/09/2016,20/09/2019,25.0,01/08/2018,"0<RFP<=0,5",F,25-29,25,parda    ,Campus João Pessoa
151,geoprocessamento,2368,infraestrutura,1.03,tecnologia,matutino,70149209,2039953,2809,E,19/09/2016,20/09/2019,25.0,01/08/2018,"RFP>3,5",F,25-29,29,preta    ,Campus João Pessoa
151,geoprocessamento,2368,infraestrutura,1.03,tecnologia,matutino,67741393,2039953,2809,E,19/09/2016,20/09/2019,25.0,01/08/2018,"0,5<RFP<=1,0",M,45-49,45,branca   ,Campus João Pessoa
151,geoprocessamento,2368,infraestrutura,1.03,tecnologia,matutino,69050002,2039953,2809,E,19/09/2016,20/09/2019,25.0,01/08/2018,"0<RFP<=0,5",F,25-29,26,parda    ,Campus João Pessoa
151,geoprocessamento,2368,infraestrutura,1.03,tecnologia,matutino,58764850,1851030,2809,C,04/11/2013,30/06/2016,25.0,03/03/2018,"1,0<RFP<=1,5",M,20-24,24,branca   ,Campus João Pessoa
151,geoprocessamento,2368,infraestrutura,1.03,tecnologia,matutino,58764882,1851030,2809,C,04/11/2013,30/06/2016,25.0,03/03/2018,"0,5<RFP<=1,0",F,20-24,23,branca   ,Campus João Pessoa
151,geoprocessamento,2368,infraestrutura,1.03,tecnologia,matutino,58764856,1851030,2809,E,04/11/2013,30/06/2016,25.0,03/03/2018,"0<RFP<=0,5",F,35-39,39,parda    ,Campus João Pessoa
151,geoprocessamento,2368,infraestrutura,1.03,tecnologia,matutino,58764884,1851030,2809,E,04/11/2013,30/06/2016,25.0,03/03/2018,"0,5<RFP<=1,0",F,25-29,27,branca   ,Campus João Pessoa
151,geoprocessamento,2368,infraestrutura,1.03,tecnologia,matutino,58764874,1851030,2809,E,04/11/2013,30/06/2016,25.0,03/03/2018,"0<RFP<=0,5",M,25-29,28,branca   ,Campus João Pessoa
151,geoprocessamento,2368,infraestrutura,1.03,tecnologia,matutino,58764852,1851030,2809,E,04/11/2013,30/06/2016,25.0,03/03/2018,"1,0<RFP<=1,5",F,25-29,26,branca   ,Campus João Pessoa
151,geoprocessamento,2368,infraestrutura,1.03,tecnologia,matutino,92248896,2646345,2809,E,26/08/2019,26/08/2022,32.0,01/01/2021,"1,0<RFP<=1,5",M,25-29,29,parda    ,Campus João Pessoa
151,geoprocessamento,2368,infraestrutura,1.03,tecnologia,matutino,92248902,2646345,2809,E,26/08/2019,26/08/2022,32.0,01/01/2021,"0<RFP<=0,5",F,30-34,30,parda    ,Campus João Pessoa
151,geoprocessamento,2368,infraestrutura,1.03,tecnologia,matutino,92248886,2646345,2809,E,26/08/2019,26/08/2022,32.0,01/01/2021,"0<RFP<=0,5",F,35-39,35,parda    ,Campus João Pessoa
151,geoprocessamento,2368,infraestrutura,1.03,tecnologia,matutino,92249069,2646345,2809,E,26/08/2019,26/08/2022,32.0,01/01/2021,"0<RFP<=0,5",F,20-24,22,branca   ,Campus João Pessoa
151,geoprocessamento,2368,infraestrutura,1.03,tecnologia,matutino,92248908,2646345,2809,E,26/08/2019,26/08/2022,32.0,01/01/2021,"0<RFP<=0,5",M,25-29,29,branca   ,Campus João Pessoa
151,geoprocessamento,2368,infraestrutura,1.03,tecnologia,matutino,92249063,2646345,2809,E,26/08/2019,26/08/2022,32.0,01/01/2021,"0,5<RFP<=1,0",F,20-24,22,parda    ,Campus João Pessoa
151,geoprocessamento,2368,infraestrutura,1.03,tecnologia,matutino,92248888,2646345,2809,E,26/08/2019,26/08/2022,32.0,01/01/2021,"0,5<RFP<=1,0",M,35-39,35,parda    ,Campus João Pessoa
151,geoprocessamento,2368,infraestrutura,1.03,tecnologia,matutino,92249065,2646345,2809,E,26/08/2019,26/08/2022,32.0,01/01/2021,"1,0<RFP<=1,5",F,25-29,28,branca   ,Campus João Pessoa
151,geoprocessamento,2368,infraestrutura,1.03,tecnologia,matutino,92248878,2646345,2809,E,26/08/2019,26/08/2022,32.0,01/01/2021,"0<RFP<=0,5",M,55-59,55,branca   ,Campus João Pessoa
151,geoprocessamento,2368,infraestrutura,1.03,tecnologia,matutino,92249038,2646345,2809,E,26/08/2019,26/08/2022,32.0,01/01/2021,"0<RFP<=0,5",M,20-24,20,parda    ,Campus João Pessoa
151,geoprocessamento,2368,infraestrutura,1.03,tecnologia,matutino,92249042,2646345,2809,E,26/08/2019,26/08/2022,32.0,01/01/2021,"0<RFP<=0,5",M,20-24,24,parda    ,Campus João Pessoa
151,geoprocessamento,2368,infraestrutura,1.03,tecnologia,matutino,92249067,2646345,2809,E,26/08/2019,26/08/2022,32.0,01/01/2021,"0<RFP<=0,5",M,20-24,20,parda    ,Campus João Pessoa
151,geoprocessamento,2368,infraestrutura,1.03,tecnologia,matutino,92249048,2646345,2809,E,26/08/2019,26/08/2022,32.0,01/01/2021,"0<RFP<=0,5",M,20-24,23,preta    ,Campus João Pessoa
151,geoprocessamento,2368,infraestrutura,1.03,tecnologia,matutino,92248882,2646345,2809,E,26/08/2019,26/08/2022,32.0,01/01/2021,"0<RFP<=0,5",M,45-49,45,branca   ,Campus João Pessoa
151,geoprocessamento,2368,infraestrutura,1.03,tecnologia,matutino,92248894,2646345,2809,E,26/08/2019,26/08/2022,32.0,01/01/2021,"0,5<RFP<=1,0",F,30-34,33,branca   ,Campus João Pessoa
151,geoprocessamento,2368,infraestrutura,1.03,tecnologia,matutino,67455494,2028360,2809,E,25/04/2016,26/04/2019,25.0,01/01/2021,"0,5<RFP<=1,0",M,25-29,28,preta    ,Campus João Pessoa
151,geoprocessamento,2368,infraestrutura,1.03,tecnologia,matutino,67455370,2028360,2809,E,25/04/2016,26/04/2019,25.0,01/01/2021,"0,5<RFP<=1,0",M,25-29,25,parda    ,Campus João Pessoa
151,geoprocessamento,2368,infraestrutura,1.03,tecnologia,matutino,67455346,2028360,2809,E,25/04/2016,26/04/2019,25.0,01/01/2021,"0<RFP<=0,5",M,25-29,29,amarela  ,Campus João Pessoa
151,geoprocessamento,2368,infraestrutura,1.03,tecnologia,matutino,67455354,2028360,2809,E,25/04/2016,26/04/2019,25.0,01/01/2021,"0,5<RFP<=1,0",M,20-24,24,branca   ,Campus João Pessoa
151,geoprocessamento,2368,infraestrutura,1.03,tecnologia,matutino,67455350,2028360,2809,E,25/04/2016,26/04/2019,25.0,01/01/2021,"0<RFP<=0,5",M,30-34,33,branca   ,Campus João Pessoa
151,geoprocessamento,2368,infraestrutura,1.03,tecnologia,matutino,67455344,2028360,2809,E,25/04/2016,26/04/2019,25.0,01/01/2021,"0<RFP<=0,5",M,25-29,26,branca   ,Campus João Pessoa
151,geoprocessamento,2368,infraestrutura,1.03,tecnologia,matutino,67455508,2028360,2809,E,25/04/2016,26/04/2019,25.0,01/01/2021,"0<RFP<=0,5",F,35-39,35,branca   ,Campus João Pessoa
151,geoprocessamento,2368,infraestrutura,1.03,tecnologia,matutino,67455514,2028360,2809,E,25/04/2016,26/04/2019,25.0,01/01/2021,"0<RFP<=0,5",F,20-24,23,preta    ,Campus João Pessoa
151,geoprocessamento,2368,infraestrutura,1.03,tecnologia,matutino,67455342,2028360,2809,E,25/04/2016,26/04/2019,25.0,01/01/2021,"0,5<RFP<=1,0",M,25-29,25,preta    ,Campus João Pessoa
151,geoprocessamento,2368,infraestrutura,1.03,tecnologia,matutino,67455336,2028360,2809,C,25/04/2016,26/04/2019,25.0,01/01/2021,"1,0<RFP<=1,5",F,35-39,38,parda    ,Campus João Pessoa
151,geoprocessamento,2368,infraestrutura,1.03,tecnologia,matutino,53239866,1601442,2809,E,04/02/2013,31/07/2015,25.0,05/03/2018,"0,5<RFP<=1,0",M,25-29,28,parda    ,Campus João Pessoa
151,geoprocessamento,2368,infraestrutura,1.03,tecnologia,matutino,53239860,1601442,2809,C,04/02/2013,31/07/2015,25.0,05/03/2018,"0<RFP<=0,5",F,25-29,29,parda    ,Campus João Pessoa
151,geoprocessamento,2368,infraestrutura,1.03,tecnologia,matutino,65811114,2001457,2809,C,19/10/2015,19/10/2018,25.0,01/10/2019,"0,5<RFP<=1,0",M,20-24,21,branca   ,Campus João Pessoa
151,geoprocessamento,2368,infraestrutura,1.03,tecnologia,matutino,65808723,2001457,2809,E,19/10/2015,19/10/2018,25.0,01/10/2019,"1,5<RFP<=2,5",M,45-49,49,branca   ,Campus João Pessoa
151,geoprocessamento,2368,infraestrutura,1.03,tecnologia,matutino,65808719,2001457,2809,E,19/10/2015,19/10/2018,25.0,01/10/2019,"0<RFP<=0,5",F,20-24,24,parda    ,Campus João Pessoa
151,geoprocessamento,2368,infraestrutura,1.03,tecnologia,matutino,65808715,2001457,2809,E,19/10/2015,19/10/2018,25.0,01/10/2019,"0<RFP<=0,5",F,25-29,25,parda    ,Campus João Pessoa
151,geoprocessamento,2368,infraestrutura,1.03,tecnologia,matutino,65808727,2001457,2809,E,19/10/2015,19/10/2018,25.0,01/10/2019,"0<RFP<=0,5",F,30-34,34,parda    ,Campus João Pessoa
151,geoprocessamento,2368,infraestrutura,1.03,tecnologia,matutino,65811112,2001457,2809,E,19/10/2015,19/10/2018,25.0,01/10/2019,"0<RFP<=0,5",M,25-29,28,parda    ,Campus João Pessoa
151,geoprocessamento,2368,infraestrutura,1.03,tecnologia,matutino,65809428,2001457,2809,E,19/10/2015,19/10/2018,25.0,01/10/2019,"0<RFP<=0,5",F,40-44,43,preta    ,Campus João Pessoa
151,geoprocessamento,2368,infraestrutura,1.03,tecnologia,matutino,65811118,2001457,2809,E,19/10/2015,19/10/2018,25.0,01/10/2019,"0<RFP<=0,5",F,25-29,25,preta    ,Campus João Pessoa
151,geoprocessamento,2368,infraestrutura,1.03,tecnologia,matutino,65808721,2001457,2809,E,19/10/2015,19/10/2018,25.0,01/10/2019,"0,5<RFP<=1,0",M,Maior de 60 anos,62,parda    ,Campus João Pessoa
151,geoprocessamento,2368,infraestrutura,1.03,tecnologia,matutino,65811124,2001457,2809,E,19/10/2015,19/10/2018,25.0,01/10/2019,"0<RFP<=0,5",M,35-39,35,parda    ,Campus João Pessoa
151,geoprocessamento,2368,infraestrutura,1.03,tecnologia,matutino,65811102,2001457,2809,E,19/10/2015,19/10/2018,25.0,01/10/2019,"0,5<RFP<=1,0",M,30-34,32,parda    ,Campus João Pessoa
151,geoprocessamento,2368,infraestrutura,1.03,tecnologia,matutino,65808709,2001457,2809,E,19/10/2015,19/10/2018,25.0,01/10/2019,"0,5<RFP<=1,0",M,25-29,26,preta    ,Campus João Pessoa
151,geoprocessamento,2368,infraestrutura,1.03,tecnologia,matutino,85664686,2481807,2809,E,12/03/2018,12/03/2021,27.0,01/01/2021,"0,5<RFP<=1,0",M,20-24,20,branca   ,Campus João Pessoa
151,geoprocessamento,2368,infraestrutura,1.03,tecnologia,matutino,85664682,2481807,2809,E,12/03/2018,12/03/2021,27.0,01/01/2021,"0<RFP<=0,5",M,35-39,37,branca   ,Campus João Pessoa
151,geoprocessamento,2368,infraestrutura,1.03,tecnologia,matutino,85664524,2481807,2809,E,12/03/2018,12/03/2021,27.0,01/01/2021,"0,5<RFP<=1,0",M,45-49,46,parda    ,Campus João Pessoa
151,geoprocessamento,2368,infraestrutura,1.03,tecnologia,matutino,85665095,2481807,2809,E,12/03/2018,12/03/2021,27.0,01/01/2021,"0,5<RFP<=1,0",M,50-54,51,branca   ,Campus João Pessoa
151,geoprocessamento,2368,infraestrutura,1.03,tecnologia,matutino,85664504,2481807,2809,E,12/03/2018,12/03/2021,27.0,01/01/2021,"0,5<RFP<=1,0",F,35-39,38,branca   ,Campus João Pessoa
151,geoprocessamento,2368,infraestrutura,1.03,tecnologia,matutino,85664522,2481807,2809,E,12/03/2018,12/03/2021,27.0,01/01/2021,"0<RFP<=0,5",F,50-54,53,parda    ,Campus João Pessoa
151,geoprocessamento,2368,infraestrutura,1.03,tecnologia,matutino,85665091,2481807,2809,E,12/03/2018,12/03/2021,27.0,01/01/2021,"1,0<RFP<=1,5",F,25-29,25,branca   ,Campus João Pessoa
151,geoprocessamento,2368,infraestrutura,1.03,tecnologia,matutino,85665079,2481807,2809,E,12/03/2018,12/03/2021,27.0,01/01/2021,"1,0<RFP<=1,5",M,30-34,31,branca   ,Campus João Pessoa
151,geoprocessamento,2368,infraestrutura,1.03,tecnologia,matutino,85665087,2481807,2809,E,12/03/2018,12/03/2021,27.0,01/01/2021,"0<RFP<=0,5",M,25-29,28,preta    ,Campus João Pessoa
151,geoprocessamento,2368,infraestrutura,1.03,tecnologia,matutino,85664520,2481807,2809,E,12/03/2018,12/03/2021,27.0,01/01/2021,"1,5<RFP<=2,5",F,20-24,24,parda    ,Campus João Pessoa
151,geoprocessamento,2368,infraestrutura,1.03,tecnologia,matutino,85665325,2481807,2809,E,12/03/2018,12/03/2021,27.0,01/01/2021,"0<RFP<=0,5",F,30-34,34,preta    ,Campus João Pessoa
151,geoprocessamento,2368,infraestrutura,1.03,tecnologia,matutino,72659590,2145431,2809,E,24/04/2017,20/03/2020,28.0,01/01/2021,"0<RFP<=0,5",M,30-34,32,parda    ,Campus João Pessoa
151,geoprocessamento,2368,infraestrutura,1.03,tecnologia,matutino,72659592,2145431,2809,E,24/04/2017,20/03/2020,28.0,01/01/2021,"0<RFP<=0,5",M,20-24,23,parda    ,Campus João Pessoa
151,geoprocessamento,2368,infraestrutura,1.03,tecnologia,matutino,72944064,2145431,2809,E,24/04/2017,20/03/2020,28.0,01/01/2021,"0,5<RFP<=1,0",M,20-24,23,parda    ,Campus João Pessoa
151,geoprocessamento,2368,infraestrutura,1.03,tecnologia,matutino,72659388,2145431,2809,E,24/04/2017,20/03/2020,28.0,01/01/2021,"0<RFP<=0,5",M,35-39,38,branca   ,Campus João Pessoa
151,geoprocessamento,2368,infraestrutura,1.03,tecnologia,matutino,72074666,2145431,2809,E,24/04/2017,20/03/2020,28.0,01/01/2021,"0<RFP<=0,5",M,30-34,31,branca   ,Campus João Pessoa
151,geoprocessamento,2368,infraestrutura,1.03,tecnologia,matutino,72659588,2145431,2809,E,24/04/2017,20/03/2020,28.0,01/01/2021,"0<RFP<=0,5",M,40-44,41,branca   ,Campus João Pessoa
151,geoprocessamento,2368,infraestrutura,1.03,tecnologia,matutino,72659390,2145431,2809,E,24/04/2017,20/03/2020,28.0,01/01/2021,"0,5<RFP<=1,0",M,30-34,30,parda    ,Campus João Pessoa
151,geoprocessamento,2368,infraestrutura,1.03,tecnologia,matutino,72659586,2145431,2809,E,24/04/2017,20/03/2020,28.0,01/01/2021,"0<RFP<=0,5",M,40-44,44,parda    ,Campus João Pessoa
151,geoprocessamento,2368,infraestrutura,1.03,tecnologia,matutino,72659594,2145431,2809,E,24/04/2017,20/03/2020,28.0,01/01/2021,"0<RFP<=0,5",M,25-29,26,parda    ,Campus João Pessoa
151,geoprocessamento,2368,infraestrutura,1.03,tecnologia,matutino,62377008,1955395,2809,C,14/04/2014,01/06/2017,25.0,05/03/2018,"1,0<RFP<=1,5",M,20-24,24,parda    ,Campus João Pessoa
151,geoprocessamento,2368,infraestrutura,1.03,tecnologia,matutino,62377032,1955395,2809,E,14/04/2014,01/06/2017,25.0,05/03/2018,"0<RFP<=0,5",M,45-49,46,branca   ,Campus João Pessoa
151,geoprocessamento,2368,infraestrutura,1.03,tecnologia,matutino,62377046,1955395,2809,E,14/04/2014,01/06/2017,25.0,05/03/2018,"0,5<RFP<=1,0",M,25-29,27,parda    ,Campus João Pessoa
151,geoprocessamento,2368,infraestrutura,1.03,tecnologia,matutino,62376998,1955395,2809,C,14/04/2014,01/06/2017,25.0,05/03/2018,"0<RFP<=0,5",F,35-39,37,parda    ,Campus João Pessoa
151,geoprocessamento,2368,infraestrutura,1.03,tecnologia,matutino,62377048,1955395,2809,C,14/04/2014,01/06/2017,25.0,05/03/2018,"0<RFP<=0,5",M,20-24,22,parda    ,Campus João Pessoa
151,geoprocessamento,2368,infraestrutura,1.03,tecnologia,matutino,62377026,1955395,2809,C,14/04/2014,01/06/2017,25.0,05/03/2018,"0<RFP<=0,5",F,20-24,22,parda    ,Campus João Pessoa
151,geoprocessamento,2368,infraestrutura,1.03,tecnologia,matutino,62377042,1955395,2809,C,14/04/2014,01/06/2017,25.0,05/03/2018,"0<RFP<=0,5",F,20-24,22,parda    ,Campus João Pessoa
151,geoprocessamento,2368,infraestrutura,1.03,tecnologia,matutino,62377016,1955395,2809,E,14/04/2014,01/06/2017,25.0,05/03/2018,"0<RFP<=0,5",F,30-34,30,parda    ,Campus João Pessoa
151,geoprocessamento,2368,infraestrutura,1.03,tecnologia,matutino,87139194,2525146,2809,E,27/08/2018,27/08/2021,34.0,01/01/2021,"0,5<RFP<=1,0",M,15-19,19,branca   ,Campus João Pessoa
151,geoprocessamento,2368,infraestrutura,1.03,tecnologia,matutino,87139164,2525146,2809,E,27/08/2018,27/08/2021,34.0,01/01/2021,"0<RFP<=0,5",M,30-34,30,parda    ,Campus João Pessoa
151,geoprocessamento,2368,infraestrutura,1.03,tecnologia,matutino,87139180,2525146,2809,E,27/08/2018,27/08/2021,34.0,01/01/2021,"0,5<RFP<=1,0",F,25-29,27,branca   ,Campus João Pessoa
151,geoprocessamento,2368,infraestrutura,1.03,tecnologia,matutino,87139516,2525146,2809,E,27/08/2018,27/08/2021,34.0,01/01/2021,"0<RFP<=0,5",F,25-29,25,branca   ,Campus João Pessoa
151,geoprocessamento,2368,infraestrutura,1.03,tecnologia,matutino,87139752,2525146,2809,E,27/08/2018,27/08/2021,34.0,01/01/2021,"1,0<RFP<=1,5",F,35-39,37,preta    ,Campus João Pessoa
151,geoprocessamento,2368,infraestrutura,1.03,tecnologia,matutino,87139188,2525146,2809,E,27/08/2018,27/08/2021,34.0,01/01/2021,"0<RFP<=0,5",F,45-49,45,branca   ,Campus João Pessoa
151,geoprocessamento,2368,infraestrutura,1.03,tecnologia,matutino,87139192,2525146,2809,E,27/08/2018,27/08/2021,34.0,01/01/2021,"0<RFP<=0,5",F,20-24,23,branca   ,Campus João Pessoa
151,geoprocessamento,2368,infraestrutura,1.03,tecnologia,matutino,87139754,2525146,2809,E,27/08/2018,27/08/2021,34.0,01/01/2021,"0<RFP<=0,5",F,20-24,21,parda    ,Campus João Pessoa
151,geoprocessamento,2368,infraestrutura,1.03,tecnologia,matutino,87139518,2525146,2809,E,27/08/2018,27/08/2021,34.0,01/01/2021,"0<RFP<=0,5",F,30-34,32,preta    ,Campus João Pessoa
151,geoprocessamento,2368,infraestrutura,1.03,tecnologia,matutino,87140220,2525146,2809,E,27/08/2018,27/08/2021,34.0,01/01/2021,"0,5<RFP<=1,0",M,25-29,28,parda    ,Campus João Pessoa
151,geoprocessamento,2368,infraestrutura,1.03,tecnologia,matutino,87141349,2525146,2809,E,27/08/2018,27/08/2021,34.0,01/01/2021,"0<RFP<=0,5",M,35-39,39,parda    ,Campus João Pessoa
151,geoprocessamento,2368,infraestrutura,1.03,tecnologia,matutino,87139166,2525146,2809,E,27/08/2018,27/08/2021,34.0,01/01/2021,"0<RFP<=0,5",M,25-29,29,parda    ,Campus João Pessoa
151,geoprocessamento,2368,infraestrutura,1.03,tecnologia,matutino,87139750,2525146,2809,E,27/08/2018,27/08/2021,34.0,01/01/2021,"0<RFP<=0,5",M,25-29,25,preta    ,Campus João Pessoa
151,geoprocessamento,2368,infraestrutura,1.03,tecnologia,matutino,87139170,2525146,2809,E,27/08/2018,27/08/2021,34.0,01/01/2021,"0<RFP<=0,5",M,30-34,32,parda    ,Campus João Pessoa
151,geoprocessamento,2368,infraestrutura,1.03,tecnologia,matutino,87141253,2525146,2809,E,27/08/2018,27/08/2021,34.0,01/01/2021,"1,0<RFP<=1,5",M,35-39,35,preta    ,Campus João Pessoa
151,geoprocessamento,2368,infraestrutura,1.03,tecnologia,matutino,56426790,1781425,2809,C,07/05/2013,31/12/2015,32.0,01/01/2021,"0<RFP<=0,5",M,25-29,25,parda    ,Campus João Pessoa
151,geoprocessamento,2368,infraestrutura,1.03,tecnologia,matutino,56426792,1781425,2809,C,07/05/2013,31/12/2015,32.0,01/01/2021,"0<RFP<=0,5",F,30-34,34,branca   ,Campus João Pessoa
151,geoprocessamento,2368,infraestrutura,1.03,tecnologia,matutino,56426788,1781425,2809,E,07/05/2013,31/12/2015,32.0,01/01/2021,"0,5<RFP<=1,0",M,25-29,27,branca   ,Campus João Pessoa
151,geoprocessamento,2368,infraestrutura,1.03,tecnologia,matutino,56426842,1781425,2809,E,07/05/2013,31/12/2015,32.0,01/01/2021,"0,5<RFP<=1,0",M,25-29,26,parda    ,Campus João Pessoa
151,geoprocessamento,2368,infraestrutura,1.03,tecnologia,matutino,74090362,2193069,2809,E,18/09/2017,18/09/2020,30.0,01/01/2021,"0<RFP<=0,5",F,20-24,21,parda    ,Campus João Pessoa
151,geoprocessamento,2368,infraestrutura,1.03,tecnologia,matutino,83248864,2193069,2809,E,18/09/2017,18/09/2020,30.0,01/01/2021,"0<RFP<=0,5",F,35-39,38,branca   ,Campus João Pessoa
