cod_curso,nome_do_curso,carga_horaria_do_curso,eixo_tecnologico,fator_de_esforco_de_curso,tipo_de_curso,turno,codigo_da_matricula,codigo_do_ciclo_matricula,codigo_sistec,categoria_de_situacao,data_de_inicio_do_ciclo,data_de_fim_previsto_do_ciclo,vagas_ofertadas,mes_de_ocorrencia_da_situacao,renda,sexo,faixa_etaria,idade,cor,unidade_de_ensino
267,redes de computadores,2750,informacao e comunicacao,1.25,tecnologia,matutino,62376550,1955402,2809,E,14/04/2014,01/06/2017,40.0,05/03/2018,"0<RFP<=0,5",M,45-49,45,parda    ,Campus João Pessoa
267,redes de computadores,2750,informacao e comunicacao,1.25,tecnologia,matutino,62376560,1955402,2809,E,14/04/2014,01/06/2017,40.0,05/03/2018,"0,5<RFP<=1,0",M,30-34,32,parda    ,Campus João Pessoa
267,redes de computadores,2750,informacao e comunicacao,1.25,tecnologia,matutino,62376610,1955402,2809,E,14/04/2014,01/06/2017,40.0,05/03/2018,"0<RFP<=0,5",M,25-29,25,parda    ,Campus João Pessoa
267,redes de computadores,2750,informacao e comunicacao,1.25,tecnologia,matutino,62376604,1955402,2809,C,14/04/2014,01/06/2017,40.0,05/03/2018,"2,5<RFP<=3,5",M,25-29,27,branca   ,Campus João Pessoa
267,redes de computadores,2750,informacao e comunicacao,1.25,tecnologia,matutino,62376624,1955402,2809,C,14/04/2014,01/06/2017,40.0,05/03/2018,"1,5<RFP<=2,5",M,20-24,22,branca   ,Campus João Pessoa
267,redes de computadores,2750,informacao e comunicacao,1.25,tecnologia,matutino,62376622,1955402,2809,E,14/04/2014,01/06/2017,40.0,05/03/2018,"2,5<RFP<=3,5",M,20-24,22,branca   ,Campus João Pessoa
267,redes de computadores,2750,informacao e comunicacao,1.25,tecnologia,matutino,62376620,1955402,2809,E,14/04/2014,01/06/2017,40.0,05/03/2018,"0<RFP<=0,5",F,25-29,25,parda    ,Campus João Pessoa
267,redes de computadores,2750,informacao e comunicacao,1.25,tecnologia,matutino,87185845,2525149,2809,E,27/08/2018,27/08/2021,41.0,01/01/2021,"0,5<RFP<=1,0",F,25-29,28,parda    ,Campus João Pessoa
267,redes de computadores,2750,informacao e comunicacao,1.25,tecnologia,matutino,87185971,2525149,2809,E,27/08/2018,27/08/2021,41.0,01/01/2021,"1,0<RFP<=1,5",M,30-34,34,parda    ,Campus João Pessoa
267,redes de computadores,2750,informacao e comunicacao,1.25,tecnologia,matutino,87185877,2525149,2809,E,27/08/2018,27/08/2021,41.0,01/01/2021,"RFP>3,5",F,35-39,36,preta    ,Campus João Pessoa
267,redes de computadores,2750,informacao e comunicacao,1.25,tecnologia,matutino,87185889,2525149,2809,E,27/08/2018,27/08/2021,41.0,01/01/2021,"0<RFP<=0,5",F,20-24,23,parda    ,Campus João Pessoa
267,redes de computadores,2750,informacao e comunicacao,1.25,tecnologia,matutino,87185851,2525149,2809,E,27/08/2018,27/08/2021,41.0,01/01/2021,"0<RFP<=0,5",M,40-44,40,branca   ,Campus João Pessoa
267,redes de computadores,2750,informacao e comunicacao,1.25,tecnologia,matutino,87185965,2525149,2809,E,27/08/2018,27/08/2021,41.0,01/01/2021,"0,5<RFP<=1,0",M,35-39,39,parda    ,Campus João Pessoa
267,redes de computadores,2750,informacao e comunicacao,1.25,tecnologia,matutino,87185883,2525149,2809,E,27/08/2018,27/08/2021,41.0,01/01/2021,"1,0<RFP<=1,5",M,25-29,25,parda    ,Campus João Pessoa
267,redes de computadores,2750,informacao e comunicacao,1.25,tecnologia,matutino,87185969,2525149,2809,E,27/08/2018,27/08/2021,41.0,01/01/2021,"2,5<RFP<=3,5",M,30-34,34,parda    ,Campus João Pessoa
267,redes de computadores,2750,informacao e comunicacao,1.25,tecnologia,matutino,87185985,2525149,2809,E,27/08/2018,27/08/2021,41.0,01/01/2021,"0,5<RFP<=1,0",M,45-49,49,branca   ,Campus João Pessoa
267,redes de computadores,2750,informacao e comunicacao,1.25,tecnologia,matutino,87185981,2525149,2809,E,27/08/2018,27/08/2021,41.0,01/01/2021,"0,5<RFP<=1,0",M,20-24,24,branca   ,Campus João Pessoa
267,redes de computadores,2750,informacao e comunicacao,1.25,tecnologia,matutino,87185905,2525149,2809,E,27/08/2018,27/08/2021,41.0,01/01/2021,"0,5<RFP<=1,0",M,25-29,27,parda    ,Campus João Pessoa
267,redes de computadores,2750,informacao e comunicacao,1.25,tecnologia,matutino,87185907,2525149,2809,E,27/08/2018,27/08/2021,41.0,01/01/2021,"0<RFP<=0,5",M,30-34,31,parda    ,Campus João Pessoa
267,redes de computadores,2750,informacao e comunicacao,1.25,tecnologia,matutino,87185987,2525149,2809,E,27/08/2018,27/08/2021,41.0,01/01/2021,"RFP>3,5",M,30-34,30,parda    ,Campus João Pessoa
267,redes de computadores,2750,informacao e comunicacao,1.25,tecnologia,matutino,83320022,2193072,2809,E,18/09/2017,18/09/2020,43.0,01/01/2021,"0,5<RFP<=1,0",M,20-24,24,branca   ,Campus João Pessoa
267,redes de computadores,2750,informacao e comunicacao,1.25,tecnologia,matutino,74092463,2193072,2809,E,18/09/2017,18/09/2020,43.0,01/01/2021,"0,5<RFP<=1,0",M,20-24,24,branca   ,Campus João Pessoa
267,redes de computadores,2750,informacao e comunicacao,1.25,tecnologia,matutino,74092487,2193072,2809,E,18/09/2017,18/09/2020,43.0,01/01/2021,"0<RFP<=0,5",F,20-24,22,parda    ,Campus João Pessoa
267,redes de computadores,2750,informacao e comunicacao,1.25,tecnologia,matutino,83320006,2193072,2809,E,18/09/2017,18/09/2020,43.0,01/01/2021,"0<RFP<=0,5",F,40-44,40,branca   ,Campus João Pessoa
267,redes de computadores,2750,informacao e comunicacao,1.25,tecnologia,matutino,74092479,2193072,2809,E,18/09/2017,18/09/2020,43.0,01/01/2021,"1,0<RFP<=1,5",M,25-29,29,preta    ,Campus João Pessoa
267,redes de computadores,2750,informacao e comunicacao,1.25,tecnologia,matutino,74092475,2193072,2809,E,18/09/2017,18/09/2020,43.0,01/01/2021,"0,5<RFP<=1,0",M,25-29,28,branca   ,Campus João Pessoa
267,redes de computadores,2750,informacao e comunicacao,1.25,tecnologia,matutino,83319779,2193072,2809,C,18/09/2017,18/09/2020,43.0,01/01/2021,"0,5<RFP<=1,0",M,25-29,29,branca   ,Campus João Pessoa
267,redes de computadores,2750,informacao e comunicacao,1.25,tecnologia,matutino,74092489,2193072,2809,E,18/09/2017,18/09/2020,43.0,01/01/2021,"0,5<RFP<=1,0",M,25-29,27,branca   ,Campus João Pessoa
267,redes de computadores,2750,informacao e comunicacao,1.25,tecnologia,matutino,74092465,2193072,2809,E,18/09/2017,18/09/2020,43.0,01/01/2021,"0<RFP<=0,5",M,25-29,25,branca   ,Campus João Pessoa
267,redes de computadores,2750,informacao e comunicacao,1.25,tecnologia,matutino,83319904,2193072,2809,E,18/09/2017,18/09/2020,43.0,01/01/2021,"0,5<RFP<=1,0",M,30-34,30,parda    ,Campus João Pessoa
267,redes de computadores,2750,informacao e comunicacao,1.25,tecnologia,matutino,83320008,2193072,2809,E,18/09/2017,18/09/2020,43.0,01/01/2021,"0<RFP<=0,5",M,35-39,37,parda    ,Campus João Pessoa
267,redes de computadores,2750,informacao e comunicacao,1.25,tecnologia,matutino,83320117,2193072,2809,E,18/09/2017,18/09/2020,43.0,01/01/2021,"1,5<RFP<=2,5",M,20-24,22,parda    ,Campus João Pessoa
267,redes de computadores,2750,informacao e comunicacao,1.25,tecnologia,matutino,83320111,2193072,2809,E,18/09/2017,18/09/2020,43.0,01/01/2021,"0<RFP<=0,5",M,25-29,27,parda    ,Campus João Pessoa
267,redes de computadores,2750,informacao e comunicacao,1.25,tecnologia,matutino,83320095,2193072,2809,E,18/09/2017,18/09/2020,43.0,01/01/2021,"0<RFP<=0,5",M,40-44,44,parda    ,Campus João Pessoa
267,redes de computadores,2750,informacao e comunicacao,1.25,tecnologia,matutino,83319902,2193072,2809,E,18/09/2017,18/09/2020,43.0,01/01/2021,"0<RFP<=0,5",M,30-34,31,parda    ,Campus João Pessoa
267,redes de computadores,2750,informacao e comunicacao,1.25,tecnologia,matutino,83320097,2193072,2809,E,18/09/2017,18/09/2020,43.0,01/01/2021,"0<RFP<=0,5",M,30-34,34,parda    ,Campus João Pessoa
267,redes de computadores,2750,informacao e comunicacao,1.25,tecnologia,matutino,83320012,2193072,2809,E,18/09/2017,18/09/2020,43.0,01/01/2021,"0,5<RFP<=1,0",M,30-34,33,branca   ,Campus João Pessoa
267,redes de computadores,2750,informacao e comunicacao,1.25,tecnologia,matutino,83319783,2193072,2809,E,18/09/2017,18/09/2020,43.0,01/01/2021,"0,5<RFP<=1,0",M,25-29,28,branca   ,Campus João Pessoa
267,redes de computadores,2750,informacao e comunicacao,1.25,tecnologia,matutino,83320101,2193072,2809,E,18/09/2017,18/09/2020,43.0,01/01/2021,"0,5<RFP<=1,0",M,30-34,33,parda    ,Campus João Pessoa
267,redes de computadores,2750,informacao e comunicacao,1.25,tecnologia,matutino,74092481,2193072,2809,E,18/09/2017,18/09/2020,43.0,01/01/2021,"0,5<RFP<=1,0",M,25-29,26,parda    ,Campus João Pessoa
267,redes de computadores,2750,informacao e comunicacao,1.25,tecnologia,matutino,74092485,2193072,2809,E,18/09/2017,18/09/2020,43.0,01/01/2021,"0,5<RFP<=1,0",M,20-24,24,parda    ,Campus João Pessoa
267,redes de computadores,2750,informacao e comunicacao,1.25,tecnologia,matutino,83320127,2193072,2809,E,18/09/2017,18/09/2020,43.0,01/01/2021,"0,5<RFP<=1,0",M,20-24,22,parda    ,Campus João Pessoa
267,redes de computadores,2750,informacao e comunicacao,1.25,tecnologia,matutino,74092499,2193072,2809,E,18/09/2017,18/09/2020,43.0,01/01/2021,"0<RFP<=0,5",M,35-39,35,branca   ,Campus João Pessoa
267,redes de computadores,2750,informacao e comunicacao,1.25,tecnologia,matutino,83320099,2193072,2809,E,18/09/2017,18/09/2020,43.0,01/01/2021,"0<RFP<=0,5",M,25-29,28,parda    ,Campus João Pessoa
267,redes de computadores,2750,informacao e comunicacao,1.25,tecnologia,matutino,94276689,2686843,2809,E,10/02/2020,10/02/2023,43.0,01/02/2021,"0,5<RFP<=1,0",M,35-39,36,parda    ,Campus João Pessoa
267,redes de computadores,2750,informacao e comunicacao,1.25,tecnologia,matutino,94276657,2686843,2809,E,10/02/2020,10/02/2023,43.0,01/02/2021,"1,0<RFP<=1,5",M,20-24,23,branca   ,Campus João Pessoa
267,redes de computadores,2750,informacao e comunicacao,1.25,tecnologia,matutino,94276711,2686843,2809,E,10/02/2020,10/02/2023,43.0,01/02/2021,"0,5<RFP<=1,0",M,25-29,28,parda    ,Campus João Pessoa
267,redes de computadores,2750,informacao e comunicacao,1.25,tecnologia,matutino,94276701,2686843,2809,E,10/02/2020,10/02/2023,43.0,01/02/2021,"0<RFP<=0,5",M,15-19,19,parda    ,Campus João Pessoa
267,redes de computadores,2750,informacao e comunicacao,1.25,tecnologia,matutino,94276671,2686843,2809,E,10/02/2020,10/02/2023,43.0,01/02/2021,"0<RFP<=0,5",M,20-24,23,parda    ,Campus João Pessoa
267,redes de computadores,2750,informacao e comunicacao,1.25,tecnologia,matutino,90029008,2591601,2809,E,11/03/2019,11/03/2022,43.0,01/01/2021,"1,0<RFP<=1,5",F,30-34,31,parda    ,Campus João Pessoa
267,redes de computadores,2750,informacao e comunicacao,1.25,tecnologia,matutino,90029012,2591601,2809,E,11/03/2019,11/03/2022,43.0,01/01/2021,"0<RFP<=0,5",F,15-19,19,parda    ,Campus João Pessoa
267,redes de computadores,2750,informacao e comunicacao,1.25,tecnologia,matutino,90028942,2591601,2809,E,11/03/2019,11/03/2022,43.0,01/01/2021,"1,5<RFP<=2,5",M,50-54,52,branca   ,Campus João Pessoa
267,redes de computadores,2750,informacao e comunicacao,1.25,tecnologia,matutino,90029032,2591601,2809,E,11/03/2019,11/03/2022,43.0,01/01/2021,"0<RFP<=0,5",M,20-24,21,parda    ,Campus João Pessoa
267,redes de computadores,2750,informacao e comunicacao,1.25,tecnologia,matutino,90028968,2591601,2809,E,11/03/2019,11/03/2022,43.0,01/01/2021,"1,5<RFP<=2,5",M,20-24,20,branca   ,Campus João Pessoa
267,redes de computadores,2750,informacao e comunicacao,1.25,tecnologia,matutino,90028936,2591601,2809,E,11/03/2019,11/03/2022,43.0,01/01/2021,"0<RFP<=0,5",M,30-34,32,parda    ,Campus João Pessoa
267,redes de computadores,2750,informacao e comunicacao,1.25,tecnologia,matutino,90028950,2591601,2809,E,11/03/2019,11/03/2022,43.0,01/01/2021,"1,0<RFP<=1,5",M,35-39,36,parda    ,Campus João Pessoa
267,redes de computadores,2750,informacao e comunicacao,1.25,tecnologia,matutino,90028948,2591601,2809,E,11/03/2019,11/03/2022,43.0,01/01/2021,"0<RFP<=0,5",M,20-24,20,branca   ,Campus João Pessoa
267,redes de computadores,2750,informacao e comunicacao,1.25,tecnologia,matutino,90028938,2591601,2809,E,11/03/2019,11/03/2022,43.0,01/01/2021,"1,5<RFP<=2,5",M,30-34,30,branca   ,Campus João Pessoa
267,redes de computadores,2750,informacao e comunicacao,1.25,tecnologia,matutino,90029006,2591601,2809,E,11/03/2019,11/03/2022,43.0,01/01/2021,"0<RFP<=0,5",M,20-24,23,parda    ,Campus João Pessoa
267,redes de computadores,2750,informacao e comunicacao,1.25,tecnologia,matutino,90029004,2591601,2809,E,11/03/2019,11/03/2022,43.0,01/01/2021,"0<RFP<=0,5",F,20-24,23,parda    ,Campus João Pessoa
267,redes de computadores,2750,informacao e comunicacao,1.25,tecnologia,matutino,90028940,2591601,2809,E,11/03/2019,11/03/2022,43.0,01/01/2021,"0<RFP<=0,5",M,20-24,21,branca   ,Campus João Pessoa
267,redes de computadores,2750,informacao e comunicacao,1.25,tecnologia,matutino,90028840,2591601,2809,E,11/03/2019,11/03/2022,43.0,01/01/2021,"0<RFP<=0,5",F,25-29,26,parda    ,Campus João Pessoa
267,redes de computadores,2750,informacao e comunicacao,1.25,tecnologia,matutino,90028930,2591601,2809,E,11/03/2019,11/03/2022,43.0,01/01/2021,"RFP>3,5",M,30-34,34,branca   ,Campus João Pessoa
267,redes de computadores,2750,informacao e comunicacao,1.25,tecnologia,matutino,63628993,1972050,2809,E,19/11/2012,31/07/2015,49.0,01/01/2021,"0<RFP<=0,5",M,25-29,28,branca   ,Campus João Pessoa
267,redes de computadores,2750,informacao e comunicacao,1.25,tecnologia,matutino,63629005,1972050,2809,E,19/11/2012,31/07/2015,49.0,01/01/2021,"0<RFP<=0,5",M,30-34,30,parda    ,Campus João Pessoa
267,redes de computadores,2750,informacao e comunicacao,1.25,tecnologia,matutino,63629051,1972050,2809,E,19/11/2012,31/07/2015,49.0,01/01/2021,"0,5<RFP<=1,0",M,25-29,28,branca   ,Campus João Pessoa
267,redes de computadores,2750,informacao e comunicacao,1.25,tecnologia,matutino,63628975,1972050,2809,E,19/11/2012,31/07/2015,49.0,01/01/2021,"0,5<RFP<=1,0",M,25-29,28,branca   ,Campus João Pessoa
267,redes de computadores,2750,informacao e comunicacao,1.25,tecnologia,matutino,63628999,1972050,2809,C,19/11/2012,31/07/2015,49.0,01/01/2021,"0<RFP<=0,5",M,30-34,33,preta    ,Campus João Pessoa
267,redes de computadores,2750,informacao e comunicacao,1.25,tecnologia,matutino,63629021,1972050,2809,C,19/11/2012,31/07/2015,49.0,01/01/2021,"0,5<RFP<=1,0",F,25-29,26,parda    ,Campus João Pessoa
267,redes de computadores,2750,informacao e comunicacao,1.25,tecnologia,matutino,63629041,1972050,2809,E,19/11/2012,31/07/2015,49.0,01/01/2021,"0<RFP<=0,5",F,25-29,29,parda    ,Campus João Pessoa
267,redes de computadores,2750,informacao e comunicacao,1.25,tecnologia,matutino,63629035,1972050,2809,E,19/11/2012,31/07/2015,49.0,01/01/2021,"0<RFP<=0,5",F,25-29,29,parda    ,Campus João Pessoa
267,redes de computadores,2750,informacao e comunicacao,1.25,tecnologia,matutino,63629013,1972050,2809,E,19/11/2012,31/07/2015,49.0,01/01/2021,"1,5<RFP<=2,5",M,30-34,32,branca   ,Campus João Pessoa
267,redes de computadores,2750,informacao e comunicacao,1.25,tecnologia,matutino,63629029,1972050,2809,C,19/11/2012,31/07/2015,49.0,01/01/2021,"0,5<RFP<=1,0",M,25-29,26,branca   ,Campus João Pessoa
267,redes de computadores,2750,informacao e comunicacao,1.25,tecnologia,matutino,72676348,2145443,2809,E,24/04/2017,20/03/2020,45.0,01/01/2021,"0,5<RFP<=1,0",M,30-34,33,parda    ,Campus João Pessoa
267,redes de computadores,2750,informacao e comunicacao,1.25,tecnologia,matutino,72676564,2145443,2809,E,24/04/2017,20/03/2020,45.0,01/01/2021,"0,5<RFP<=1,0",F,30-34,32,branca   ,Campus João Pessoa
267,redes de computadores,2750,informacao e comunicacao,1.25,tecnologia,matutino,72676590,2145443,2809,C,24/04/2017,20/03/2020,45.0,01/01/2021,"1,0<RFP<=1,5",M,30-34,34,amarela  ,Campus João Pessoa
267,redes de computadores,2750,informacao e comunicacao,1.25,tecnologia,matutino,72676221,2145443,2809,E,24/04/2017,20/03/2020,45.0,01/01/2021,"0<RFP<=0,5",M,25-29,27,parda    ,Campus João Pessoa
267,redes de computadores,2750,informacao e comunicacao,1.25,tecnologia,matutino,72676572,2145443,2809,C,24/04/2017,20/03/2020,45.0,01/01/2021,"0<RFP<=0,5",M,20-24,21,branca   ,Campus João Pessoa
267,redes de computadores,2750,informacao e comunicacao,1.25,tecnologia,matutino,72142648,2145443,2809,E,24/04/2017,20/03/2020,45.0,01/01/2021,"0,5<RFP<=1,0",M,30-34,34,branca   ,Campus João Pessoa
267,redes de computadores,2750,informacao e comunicacao,1.25,tecnologia,matutino,72141919,2145443,2809,E,24/04/2017,20/03/2020,45.0,01/01/2021,"0,5<RFP<=1,0",M,25-29,25,parda    ,Campus João Pessoa
267,redes de computadores,2750,informacao e comunicacao,1.25,tecnologia,matutino,73222519,2145443,2809,E,24/04/2017,20/03/2020,45.0,01/01/2021,"0<RFP<=0,5",M,20-24,23,parda    ,Campus João Pessoa
267,redes de computadores,2750,informacao e comunicacao,1.25,tecnologia,matutino,72143824,2145443,2809,E,24/04/2017,20/03/2020,45.0,01/01/2021,"0<RFP<=0,5",M,45-49,47,parda    ,Campus João Pessoa
267,redes de computadores,2750,informacao e comunicacao,1.25,tecnologia,matutino,72141755,2145443,2809,E,24/04/2017,20/03/2020,45.0,01/01/2021,"0,5<RFP<=1,0",M,25-29,27,branca   ,Campus João Pessoa
267,redes de computadores,2750,informacao e comunicacao,1.25,tecnologia,matutino,72143820,2145443,2809,E,24/04/2017,20/03/2020,45.0,01/01/2021,"0<RFP<=0,5",M,25-29,25,branca   ,Campus João Pessoa
267,redes de computadores,2750,informacao e comunicacao,1.25,tecnologia,matutino,73221457,2145443,2809,E,24/04/2017,20/03/2020,45.0,01/01/2021,"0<RFP<=0,5",M,25-29,25,branca   ,Campus João Pessoa
267,redes de computadores,2750,informacao e comunicacao,1.25,tecnologia,matutino,72676568,2145443,2809,E,24/04/2017,20/03/2020,45.0,01/01/2021,"0,5<RFP<=1,0",M,Maior de 60 anos,62,parda    ,Campus João Pessoa
267,redes de computadores,2750,informacao e comunicacao,1.25,tecnologia,matutino,72143828,2145443,2809,C,24/04/2017,20/03/2020,45.0,01/01/2021,"0,5<RFP<=1,0",M,20-24,23,parda    ,Campus João Pessoa
267,redes de computadores,2750,informacao e comunicacao,1.25,tecnologia,matutino,72676588,2145443,2809,E,24/04/2017,20/03/2020,45.0,01/01/2021,"1,0<RFP<=1,5",M,35-39,36,parda    ,Campus João Pessoa
267,redes de computadores,2750,informacao e comunicacao,1.25,tecnologia,matutino,72143826,2145443,2809,E,24/04/2017,20/03/2020,45.0,01/01/2021,"0<RFP<=0,5",M,20-24,22,preta    ,Campus João Pessoa
267,redes de computadores,2750,informacao e comunicacao,1.25,tecnologia,matutino,72676570,2145443,2809,E,24/04/2017,20/03/2020,45.0,01/01/2021,"0,5<RFP<=1,0",F,20-24,22,parda    ,Campus João Pessoa
267,redes de computadores,2750,informacao e comunicacao,1.25,tecnologia,matutino,72141853,2145443,2809,E,24/04/2017,20/03/2020,45.0,01/01/2021,"0<RFP<=0,5",M,25-29,26,branca   ,Campus João Pessoa
267,redes de computadores,2750,informacao e comunicacao,1.25,tecnologia,matutino,72141761,2145443,2809,E,24/04/2017,20/03/2020,45.0,01/01/2021,"0<RFP<=0,5",M,20-24,24,branca   ,Campus João Pessoa
267,redes de computadores,2750,informacao e comunicacao,1.25,tecnologia,matutino,73222470,2145443,2809,E,24/04/2017,20/03/2020,45.0,01/01/2021,"0<RFP<=0,5",M,30-34,30,branca   ,Campus João Pessoa
267,redes de computadores,2750,informacao e comunicacao,1.25,tecnologia,matutino,72996346,2145443,2809,E,24/04/2017,20/03/2020,45.0,01/01/2021,"1,5<RFP<=2,5",M,35-39,38,preta    ,Campus João Pessoa
267,redes de computadores,2750,informacao e comunicacao,1.25,tecnologia,matutino,73222683,2145443,2809,E,24/04/2017,20/03/2020,45.0,01/01/2021,"0<RFP<=0,5",M,20-24,23,preta    ,Campus João Pessoa
267,redes de computadores,2750,informacao e comunicacao,1.25,tecnologia,matutino,72676258,2145443,2809,E,24/04/2017,20/03/2020,45.0,01/01/2021,"0<RFP<=0,5",M,20-24,24,branca   ,Campus João Pessoa
267,redes de computadores,2750,informacao e comunicacao,1.25,tecnologia,matutino,72141751,2145443,2809,E,24/04/2017,20/03/2020,45.0,01/01/2021,"0<RFP<=0,5",M,25-29,25,branca   ,Campus João Pessoa
267,redes de computadores,2750,informacao e comunicacao,1.25,tecnologia,matutino,72676363,2145443,2809,E,24/04/2017,20/03/2020,45.0,01/01/2021,"0<RFP<=0,5",M,25-29,27,parda    ,Campus João Pessoa
267,redes de computadores,2750,informacao e comunicacao,1.25,tecnologia,matutino,72141749,2145443,2809,E,24/04/2017,20/03/2020,45.0,01/01/2021,"0,5<RFP<=1,0",F,25-29,29,branca   ,Campus João Pessoa
267,redes de computadores,2750,informacao e comunicacao,1.25,tecnologia,matutino,44870817,1209762,2809,E,05/03/2012,26/12/2014,54.0,01/01/2021,"1,0<RFP<=1,5",M,40-44,40,branca   ,Campus João Pessoa
267,redes de computadores,2750,informacao e comunicacao,1.25,tecnologia,matutino,44870809,1209762,2809,E,05/03/2012,26/12/2014,54.0,01/01/2021,"1,0<RFP<=1,5",M,35-39,38,parda    ,Campus João Pessoa
267,redes de computadores,2750,informacao e comunicacao,1.25,tecnologia,matutino,38540903,942276,2809,E,01/10/2011,01/10/2014,40.0,01/01/2021,"0<RFP<=0,5",M,35-39,37,branca   ,Campus João Pessoa
267,redes de computadores,2750,informacao e comunicacao,1.25,tecnologia,matutino,38540871,942276,2809,E,01/10/2011,01/10/2014,40.0,01/01/2021,"0,5<RFP<=1,0",M,35-39,36,branca   ,Campus João Pessoa
267,redes de computadores,2750,informacao e comunicacao,1.25,tecnologia,matutino,38540882,942276,2809,E,01/10/2011,01/10/2014,40.0,01/01/2021,"0<RFP<=0,5",M,30-34,31,preta    ,Campus João Pessoa
267,redes de computadores,2750,informacao e comunicacao,1.25,tecnologia,matutino,101729629,2811606,2809,E,13/10/2021,13/10/2024,48.0,27/10/2021,"0,5<RFP<=1,0",M,20-24,23,parda    ,Campus João Pessoa
267,redes de computadores,2750,informacao e comunicacao,1.25,tecnologia,matutino,92303816,2646357,2809,E,26/08/2019,26/08/2022,48.0,01/12/2019,"0<RFP<=0,5",M,25-29,29,parda    ,Campus João Pessoa
267,redes de computadores,2750,informacao e comunicacao,1.25,tecnologia,matutino,92303724,2646357,2809,E,26/08/2019,26/08/2022,48.0,01/12/2019,"0,5<RFP<=1,0",M,20-24,21,branca   ,Campus João Pessoa
267,redes de computadores,2750,informacao e comunicacao,1.25,tecnologia,matutino,92303782,2646357,2809,E,26/08/2019,26/08/2022,48.0,01/12/2019,"0<RFP<=0,5",M,20-24,24,preta    ,Campus João Pessoa
267,redes de computadores,2750,informacao e comunicacao,1.25,tecnologia,matutino,92286071,2646357,2809,E,26/08/2019,26/08/2022,48.0,01/12/2019,"0<RFP<=0,5",M,15-19,18,branca   ,Campus João Pessoa
267,redes de computadores,2750,informacao e comunicacao,1.25,tecnologia,matutino,92303704,2646357,2809,E,26/08/2019,26/08/2022,48.0,01/12/2019,"0<RFP<=0,5",M,15-19,18,branca   ,Campus João Pessoa
267,redes de computadores,2750,informacao e comunicacao,1.25,tecnologia,matutino,92286031,2646357,2809,E,26/08/2019,26/08/2022,48.0,01/12/2019,"0<RFP<=0,5",F,45-49,48,branca   ,Campus João Pessoa
267,redes de computadores,2750,informacao e comunicacao,1.25,tecnologia,matutino,98137417,2750509,2809,E,01/02/2021,01/02/2024,46.0,01/10/2021,"2,5<RFP<=3,5",M,35-39,35,branca   ,Campus João Pessoa
267,redes de computadores,2750,informacao e comunicacao,1.25,tecnologia,matutino,98137223,2750509,2809,E,01/02/2021,01/02/2024,46.0,01/10/2021,"0,5<RFP<=1,0",M,25-29,25,indigena ,Campus João Pessoa
267,redes de computadores,2750,informacao e comunicacao,1.25,tecnologia,matutino,98137219,2750509,2809,E,01/02/2021,01/02/2024,46.0,01/10/2021,"1,0<RFP<=1,5",M,35-39,36,parda    ,Campus João Pessoa
267,redes de computadores,2750,informacao e comunicacao,1.25,tecnologia,matutino,24070448,514314,2809,C,01/09/2010,28/06/2013,40.0,01/05/2019,"0,5<RFP<=1,0",M,25-29,29,parda    ,Campus João Pessoa
278,matematica,3160,desenvolvimento educacional e social,1.08,licenciatura,noturno,92255817,2645325,2809,E,26/08/2019,26/08/2023,46.0,01/01/2021,"0,5<RFP<=1,0",F,15-19,19,parda    ,Campus João Pessoa
278,matematica,3160,desenvolvimento educacional e social,1.08,licenciatura,noturno,92255807,2645325,2809,E,26/08/2019,26/08/2023,46.0,01/01/2021,"0,5<RFP<=1,0",M,25-29,25,parda    ,Campus João Pessoa
278,matematica,3160,desenvolvimento educacional e social,1.08,licenciatura,noturno,92255871,2645325,2809,E,26/08/2019,26/08/2023,46.0,01/01/2021,"0<RFP<=0,5",F,30-34,34,parda    ,Campus João Pessoa
278,matematica,3160,desenvolvimento educacional e social,1.08,licenciatura,noturno,92255619,2645325,2809,E,26/08/2019,26/08/2023,46.0,01/01/2021,"0<RFP<=0,5",M,20-24,20,branca   ,Campus João Pessoa
278,matematica,3160,desenvolvimento educacional e social,1.08,licenciatura,noturno,92256479,2645325,2809,E,26/08/2019,26/08/2023,46.0,01/01/2021,"0<RFP<=0,5",M,20-24,21,preta    ,Campus João Pessoa
278,matematica,3160,desenvolvimento educacional e social,1.08,licenciatura,noturno,92255865,2645325,2809,E,26/08/2019,26/08/2023,46.0,01/01/2021,"0<RFP<=0,5",F,20-24,21,preta    ,Campus João Pessoa
278,matematica,3160,desenvolvimento educacional e social,1.08,licenciatura,noturno,92255803,2645325,2809,E,26/08/2019,26/08/2023,46.0,01/01/2021,"RFP>3,5",M,35-39,37,preta    ,Campus João Pessoa
278,matematica,3160,desenvolvimento educacional e social,1.08,licenciatura,noturno,92253593,2645325,2809,E,26/08/2019,26/08/2023,46.0,01/01/2021,"0,5<RFP<=1,0",M,20-24,22,parda    ,Campus João Pessoa
278,matematica,3160,desenvolvimento educacional e social,1.08,licenciatura,noturno,92255805,2645325,2809,E,26/08/2019,26/08/2023,46.0,01/01/2021,"1,5<RFP<=2,5",M,25-29,29,parda    ,Campus João Pessoa
278,matematica,3160,desenvolvimento educacional e social,1.08,licenciatura,noturno,92253589,2645325,2809,E,26/08/2019,26/08/2023,46.0,01/01/2021,"1,5<RFP<=2,5",F,20-24,21,parda    ,Campus João Pessoa
